Peak.Humreffed	Peak.Chpreffed	ATAC11_SKM_Hyb1_Human_humreffed_all_peaks.txt	ATAC11_SKM_Hyb1_Chimp_humreffed_all_peaks.txt	Sum Human	Sum Chimp	Binomial p-value
peak_CM_HP_MN_PP_SKM_228571_promoter_EOGT	peak_CM_HP_MN_PP_SKM_228571_promoter_EOGT	46	57	46	57	0.3244787802880654
peak_CM_PP_SKM_20611_enhancer_LMNA_11910.0_SEMA4A_27407.5	peak_CM_PP_SKM_20611_enhancer_LMNA_11961.0_SEMA4A_27333.5	39	43	39	43	0.7406528413457827
peak_CM_MN_PP_SKM_188733_enhancer_MTX2_284683.5_HOXD1_365475.5	peak_CM_MN_PP_SKM_188733_enhancer_MTX2_281604.5_HOXD1_363530.0	24	30	24	30	0.49661743531793345
peak_CM_HP_MN_PP_SKM_162969_promoter_ZNF546	peak_CM_HP_MN_PP_SKM_162969_promoter_ZNF546	23	33	23	33	0.2288055412343561
peak_CM_SKM_241179_enhancer_MAGEF1_20020.5_VPS8_120363.0	peak_CM_SKM_241179_enhancer_MAGEF1_19980.0_VPS8_119152.0	32	24	32	24	0.34968195298368476
peak_CM_HP_MN_PP_SKM_12682_enhancer_AK4_80986.5_JAK1_100399.5	peak_CM_HP_MN_PP_SKM_12682_enhancer_AK4_80164.0_JAK1_98811.0	25	31	25	31	0.5044037600228255
peak_CM_HP_PP_SKM_141242_enhancer_VMP1_79149.5_PTRH2_79233.5	peak_CM_HP_PP_SKM_141242_enhancer_VMP1_78481.5_PTRH2_78565.0	32	24	32	24	0.34968195298368476
peak_CM_MN_PP_SKM_137541_enhancer_PLXDC1_8195.0_ARL5C_22011.5	peak_CM_MN_PP_SKM_137541_enhancer_PLXDC1_8169.0_ARL5C_21981.5	30	23	30	23	0.4101027163746913
peak_CM_HP_MN_PP_SKM_266682_promoter_BRIX1_RAD1	peak_CM_HP_MN_PP_SKM_266682_promoter_BRIX1_RAD1	43	34	43	34	0.36203179773966154
peak_CM_HP_MN_PP_SKM_217332_promoter_JOSD1	peak_CM_HP_MN_PP_SKM_217332_promoter_JOSD1	40	56	40	56	0.1253456971884924
peak_CM_HP_MN_PP_SKM_317695_promoter_POT1	peak_CM_HP_MN_PP_SKM_317695_promoter_POT1	42	46	42	46	0.7493290032022805
peak_CM_HP_MN_PP_SKM_87054_promoter_RAB35	peak_CM_HP_MN_PP_SKM_87054_promoter_RAB35	51	55	51	55	0.7709189909371144
peak_CM_HP_MN_PP_SKM_165344_promoter_RPL18_SPHK2	peak_CM_HP_MN_PP_SKM_165344_promoter_RPL18_SPHK2	65	80	65	80	0.24488359344375757
peak_CM_HP_MN_PP_SKM_233987_enhancer_ALDH1L1_86872.0_KLF15_89992.0	peak_CM_HP_MN_PP_SKM_233987_enhancer_KLF15_81017.5_ALDH1L1_85170.5	28	34	28	34	0.52577336017565
peak_CM_HP_MN_PP_SKM_346052_promoter_TLE4	peak_CM_HP_MN_PP_SKM_346052_promoter_TLE4	64	76	64	76	0.35258382707227787
peak_CM_HP_MN_PP_SKM_98804_enhancer_MYO16_100019.0_MYO16_169752.0	peak_CM_HP_MN_PP_SKM_98804_enhancer_MYO16_93265.5_MYO16_162791.5	25	29	25	29	0.6834892282353371
peak_CM_HP_MN_PP_SKM_78883_promoter_CYP27B1	peak_CM_HP_MN_PP_SKM_78883_promoter_CYP27B1	21	30	21	30	0.2624375357110438
peak_CM_HP_MN_PP_SKM_4965_enhancer_ZBTB40_100850.5_WNT4_207940.5	peak_CM_HP_MN_PP_SKM_4965_enhancer_ZBTB40_100712.0_WNT4_207393.5	26	30	26	30	0.6888797607233395
peak_CM_HP_MN_PP_SKM_275965_promoter_BRD8_KIF20A	peak_CM_HP_MN_PP_SKM_275965_promoter_BRD8_KIF20A	45	51	45	51	0.610068266105178
peak_CM_HP_MN_PP_SKM_291756_enhancer_SYNCRIP_35737.0_SNX14_84966.0	peak_CM_HP_MN_PP_SKM_291756_enhancer_SYNCRIP_40674.5_SNX14_89805.5	52	61	52	61	0.45185326866574166
peak_CM_HP_MN_PP_SKM_147097_promoter_ANKRD12	peak_CM_HP_MN_PP_SKM_147097_promoter_ANKRD12	71	75	71	75	0.8040203645137732
peak_CM_HP_MN_PP_SKM_194968_promoter_CAB39	peak_CM_HP_MN_PP_SKM_194968_promoter_CAB39	67	55	67	55	0.31930829747524514
peak_CM_HP_MN_PP_SKM_324296_promoter_PCM1	peak_CM_HP_MN_PP_SKM_324296_promoter_PCM1	110	119	110	119	0.597141911163263
peak_CM_HP_MN_PP_SKM_321954_promoter_INSIG1	peak_CM_HP_MN_PP_SKM_321954_promoter_INSIG1	43	47	43	47	0.7520332015985953
peak_CM_HP_MN_PP_SKM_225860_promoter_UQCRC1	peak_CM_HP_MN_PP_SKM_225860_promoter_UQCRC1	50	40	50	40	0.34283311942078837
peak_CM_HP_MN_PP_SKM_178716_enhancer_POLR1A_108544.0_ST3GAL5_108495.0	peak_CM_HP_MN_PP_SKM_178716_enhancer_ST3GAL5_109424.0_POLR1A_110106.5	87	73	87	73	0.30405987771541026
peak_CM_HP_MN_PP_SKM_129388_promoter_TMEM231	peak_CM_HP_MN_PP_SKM_129388_promoter_TMEM231	50	40	50	40	0.34283311942078837
peak_CM_HP_MN_PP_SKM_53295_enhancer_ZBED5_73295.0_EIF4G2_123193.0	peak_CM_HP_MN_PP_SKM_53295_enhancer_ZBED5_74208.0_EIF4G2_123305.5	39	44	39	44	0.6608836477612154
peak_CM_HP_MN_PP_SKM_137564_promoter_CACNB1	peak_CM_HP_MN_PP_SKM_137564_promoter_CACNB1	41	45	41	45	0.7465343822890574
peak_CM_HP_MN_PP_SKM_165975_promoter_POLD1	peak_CM_HP_MN_PP_SKM_165975_promoter_POLD1	46	35	46	35	0.2664123096713203
peak_CM_HP_MN_PP_SKM_249391_enhancer_PDGFRA_4301.5_GSX2_133444.0	peak_CM_HP_MN_PP_SKM_249391_enhancer_PDGFRA_4309.0_GSX2_134775.0	37	50	37	50	0.1979791406725175
peak_CM_HP_MN_PP_SKM_338428_promoter_ZFAT	peak_CM_HP_MN_PP_SKM_338428_promoter_ZFAT	40	44	40	44	0.7436441861052043
peak_CM_HP_MN_PP_SKM_318360_promoter_NRF1	peak_CM_HP_MN_PP_SKM_318360_promoter_NRF1	39	45	39	45	0.5856467947212257
peak_CM_HP_MN_PP_SKM_73427_promoter_DERA	peak_CM_HP_MN_PP_SKM_73427_promoter_DERA	44	34	44	34	0.3081682319436807
peak_CM_HP_MN_PP_SKM_223389_promoter_CRTAP	peak_CM_HP_MN_PP_SKM_223389_promoter_CRTAP	68	56	68	56	0.3232476471849844
peak_CM_HP_MN_PP_SKM_247052_promoter_RBPJ	peak_CM_HP_MN_PP_SKM_247052_promoter_RBPJ	88	92	88	92	0.8231404466836135
peak_CM_HP_MN_PP_SKM_190175_promoter_HIBCH	peak_CM_HP_MN_PP_SKM_190175_promoter_HIBCH	51	41	51	41	0.3481412903192059
peak_CM_HP_MN_PP_SKM_345950_promoter_PSAT1	peak_CM_HP_MN_PP_SKM_345950_promoter_PSAT1	89	75	89	75	0.31003856280344166
peak_CM_HP_MN_PP_SKM_135562_promoter_B9D1	peak_CM_HP_MN_PP_SKM_135562_promoter_B9D1	51	41	51	41	0.3481412903192059
peak_CM_HP_MN_PP_SKM_121507_promoter_GFER	peak_CM_HP_MN_PP_SKM_121507_promoter_GFER	51	41	51	41	0.3481412903192059
peak_CM_HP_MN_PP_SKM_284569_promoter_FAM8A1	peak_CM_HP_MN_PP_SKM_284569_promoter_FAM8A1	36	28	36	28	0.3817327947933377
peak_CM_HP_MN_PP_SKM_84504_promoter_NUAK1	peak_CM_HP_MN_PP_SKM_84504_promoter_NUAK1	36	28	36	28	0.3817327947933377
peak_CM_HP_MN_PP_SKM_323883_promoter_LONRF1	peak_CM_HP_MN_PP_SKM_323883_promoter_LONRF1	61	65	61	65	0.789395944688143
peak_CM_HP_MN_PP_SKM_139264_promoter_MRPL10_LRRC46	peak_CM_HP_MN_PP_SKM_139264_promoter_LRRC46_MRPL10	24	33	24	33	0.2892437471090205
peak_CM_HP_MN_PP_SKM_226746_promoter_NT5DC2	peak_CM_HP_MN_PP_SKM_226746_promoter_NT5DC2	35	23	35	23	0.14800580076020603
peak_CM_HP_MN_PP_SKM_125486_promoter_SIAH1	peak_CM_HP_MN_PP_SKM_125486_promoter_SIAH1	31	22	31	22	0.27167916606550335
peak_CM_HP_MN_PP_SKM_7788_promoter_SMIM12	peak_CM_HP_MN_PP_SKM_7788_promoter_SMIM12	26	30	26	30	0.6888797607233395
peak_CM_HP_MN_PP_SKM_90057_promoter_ZDHHC20	peak_CM_HP_MN_PP_SKM_90057_promoter_ZDHHC20	26	34	26	34	0.36629400670329104
peak_CM_HP_MN_PP_SKM_92207_promoter_SMAD9	peak_CM_HP_MN_PP_SKM_92207_promoter_SMAD9	28	36	28	36	0.3817327947933377
peak_CM_SKM_330622_enhancer_C8orf46_14152.5_ADHFE1_75212.5	peak_CM_SKM_330622_enhancer_C8orf46_17529.0_ADHFE1_78455.0	27	31	27	31	0.6940040940761318
peak_CM_HP_MN_PP_SKM_9077_promoter_FOXO6	peak_CM_HP_MN_PP_SKM_9077_promoter_FOXO6	26	33	26	33	0.43499280512215344
peak_CM_HP_MN_PP_SKM_179644_promoter_INPP4A	peak_CM_HP_MN_PP_SKM_179644_promoter_INPP4A	33	25	33	25	0.358143301806138
peak_CM_HP_MN_PP_SKM_157209_promoter_ZNF559_ZNF559-ZNF177_ZNF177	peak_CM_HP_MN_PP_SKM_157209_promoter_ZNF559-ZNF177_ZNF559_ZNF177	26	32	26	32	0.5118423084381691
peak_CM_HP_MN_PP_SKM_324546_promoter_CSGALNACT1	peak_CM_HP_MN_PP_SKM_324546_promoter_CSGALNACT1	25	38	25	38	0.12991792302255253
peak_CM_HP_MN_PP_SKM_273814_enhancer_SNCAIP_181587.5_SNX2_281258.0	peak_CM_HP_MN_PP_SKM_273814_enhancer_SNCAIP_184203.5_SNX2_286825.5	46	37	46	37	0.37999939641191804
peak_CM_HP_MN_PP_SKM_326616_promoter_RNF122	peak_CM_HP_MN_PP_SKM_326616_promoter_RNF122	38	44	38	44	0.581114454176647
peak_CM_HP_MN_PP_SKM_20169_promoter_ATP8B2	peak_CM_HP_MN_PP_SKM_20169_promoter_ATP8B2	57	39	57	39	0.08219306855694346
peak_CM_HP_MN_PP_SKM_344564_promoter_SLC25A51	peak_CM_HP_MN_PP_SKM_344564_promoter_SLC25A51	49	39	49	39	0.3373990368531198
peak_CM_HP_MN_PP_SKM_225946_promoter_DALRD3_NDUFAF3	peak_CM_HP_MN_PP_SKM_225946_promoter_DALRD3_NDUFAF3	90	97	90	97	0.6609484635151919
peak_CM_HP_MN_PP_SKM_139635_enhancer_GNGT2_17178.0_ABI3_17997.0	peak_CM_HP_MN_PP_SKM_139635_enhancer_GNGT2_17120.0_ABI3_17943.0	69	90	69	90	0.1124301195349186
peak_CM_HP_MN_PP_SKM_166068_promoter_C19orf81	peak_CM_HP_MN_PP_SKM_166068_promoter_C19orf81	81	85	81	85	0.8159682796071845
peak_CM_HP_MN_PP_SKM_139998_promoter_RSAD1	peak_CM_HP_MN_PP_SKM_139998_promoter_RSAD1	27	34	27	34	0.4426260049464714
peak_CM_HP_MN_PP_SKM_137551_promoter_ARL5C	peak_CM_HP_MN_PP_SKM_137551_promoter_ARL5C	33	24	33	24	0.2892437471090205
peak_CM_HP_MN_PP_SKM_160235_promoter_TSSK6_NDUFA13_YJEFN3	peak_CM_HP_MN_PP_SKM_160235_promoter_TSSK6_NDUFA13_YJEFN3	27	31	27	31	0.6940040940761318
peak_CM_HP_MN_PP_SKM_5522_promoter_SRRM1	peak_CM_HP_MN_PP_SKM_5522_promoter_SRRM1	69	74	69	74	0.7381368030418516
peak_CM_HP_MN_PP_SKM_170388_promoter_PUM2	peak_CM_HP_MN_PP_SKM_170388_promoter_PUM2	72	82	72	82	0.4684207778527702
peak_CM_HP_MN_PP_SKM_346878_promoter_CDK20	peak_CM_HP_MN_PP_SKM_346878_promoter_CDK20	25	36	25	36	0.20003136851310313
peak_CM_HP_MN_PP_SKM_60349_promoter_SLC25A45	peak_CM_HP_MN_PP_SKM_60349_promoter_SLC25A45	29	33	29	33	0.7035366713552733
peak_CM_HP_MN_PP_SKM_60611_promoter_SF3B2	peak_CM_HP_MN_PP_SKM_60611_promoter_SF3B2	73	80	73	80	0.627770907200368
peak_CM_HP_MN_PP_SKM_155726_promoter_MAP2K2	peak_CM_HP_MN_PP_SKM_155726_promoter_MAP2K2	40	46	40	46	0.5900356111485574
peak_CM_HP_MN_PP_SKM_249676_promoter_PPAT_PAICS	peak_CM_HP_MN_PP_SKM_249676_promoter_PAICS_PPAT	127	140	127	140	0.46277734897247685
peak_CM_HP_MN_PP_SKM_302818_promoter_ACTB	peak_CM_HP_MN_PP_SKM_302818_promoter_ACTB	72	80	72	80	0.570333063330396
peak_CM_HP_MN_PP_SKM_176659_promoter_NFU1	peak_CM_HP_MN_PP_SKM_176659_promoter_NFU1	25	32	25	32	0.42704285650325524
peak_CM_HP_MN_PP_SKM_18017_promoter_TRIM33	peak_CM_HP_MN_PP_SKM_18017_promoter_TRIM33	41	48	41	48	0.5250147872924269
peak_CM_HP_MN_PP_SKM_9894_promoter_EIF2B3	peak_CM_HP_MN_PP_SKM_9894_promoter_EIF2B3	24	34	24	34	0.23704711476271959
peak_CM_HP_MN_PP_SKM_218139_promoter_TTLL12	peak_CM_HP_MN_PP_SKM_218139_promoter_TTLL12	74	59	74	59	0.2246299298583627
peak_CM_HP_MN_PP_SKM_164045_promoter_BCAM	peak_CM_HP_MN_PP_SKM_164045_promoter_BCAM	27	35	27	35	0.37415171240479483
peak_CM_HP_MN_PP_SKM_153998_promoter_NFATC1	peak_CM_HP_MN_PP_SKM_153998_promoter_NFATC1	28	33	28	33	0.6089207154048286
peak_CM_HP_MN_PP_SKM_246747_promoter_DHX15	peak_CM_HP_MN_PP_SKM_246747_promoter_DHX15	37	46	37	46	0.37999939641191804
peak_CM_HP_MN_PP_SKM_243047_promoter_ZNF718	peak_CM_HP_MN_PP_SKM_243047_promoter_ZNF718	40	29	40	29	0.22840022535329702
peak_CM_HP_MN_PP_SKM_187666_promoter_CERS6	peak_CM_HP_MN_PP_SKM_187666_promoter_CERS6	52	42	52	42	0.35332803247158273
peak_CM_HP_MN_PP_SKM_244654_promoter_TBC1D14	peak_CM_HP_MN_PP_SKM_244654_promoter_TBC1D14	45	49	45	49	0.7571890741424067
peak_MN_PP_SKM_158883_enhancer_BRD4_15515.5_EPHX3_32464.5	peak_MN_PP_SKM_158883_enhancer_BRD4_15797.5_EPHX3_32440.0	37	29	37	29	0.3890524605477928
peak_CM_HP_MN_PP_SKM_112924_promoter_PDIA3	peak_CM_HP_MN_PP_SKM_112924_promoter_PDIA3	31	35	31	35	0.7122308826373509
peak_CM_HP_MN_PP_SKM_102997_promoter_NEMF	peak_CM_HP_MN_PP_SKM_102997_promoter_NEMF	31	35	31	35	0.7122308826373509
peak_CM_HP_MN_PP_SKM_17574_promoter_RAP1A	peak_CM_HP_MN_PP_SKM_17574_promoter_RAP1A	37	29	37	29	0.3890524605477928
peak_CM_HP_MN_PP_SKM_240392_promoter_ZMAT3	peak_CM_HP_MN_PP_SKM_240392_promoter_ZMAT3	31	35	31	35	0.7122308826373509
peak_CM_HP_MN_PP_SKM_66559_promoter_PPP2R1B	peak_CM_HP_MN_PP_SKM_66559_promoter_PPP2R1B	37	29	37	29	0.3890524605477928
peak_CM_HP_MN_PP_SKM_186855_promoter_RBMS1	peak_CM_HP_MN_PP_SKM_186855_promoter_RBMS1	37	29	37	29	0.3890524605477928
peak_CM_HP_MN_PP_SKM_259989_promoter_C4orf46_ETFDH	peak_CM_HP_MN_PP_SKM_259989_promoter_C4orf46_ETFDH	76	89	76	89	0.35023436538307356
peak_CM_HP_MN_PP_SKM_44331_promoter_PANK1	peak_CM_HP_MN_PP_SKM_44331_promoter_PANK1	69	89	69	89	0.130385703847906
peak_CM_HP_MN_PP_SKM_164694_promoter_PPP5D1_CALM3	peak_CM_HP_MN_PP_SKM_164694_promoter_PPP5D1_CALM3	76	82	76	82	0.6909249767024598
peak_CM_HP_MN_PP_SKM_113097_enhancer_SLC28A2_26951.0_SHF_78083.0	peak_CM_HP_MN_PP_SKM_113097_enhancer_SLC28A2_26777.5_SHF_78001.5	34	50	34	50	0.10113634213880449
peak_CM_HP_MN_PP_SKM_85901_promoter_IQCD_TPCN1	peak_CM_HP_MN_PP_SKM_85901_promoter_IQCD_TPCN1	109	90	109	90	0.20184260329879222
peak_CM_HP_MN_PP_SKM_226270_promoter_IFRD2	peak_CM_HP_MN_PP_SKM_226270_promoter_IFRD2	74	83	74	83	0.5233007934374067
peak_CM_HP_MN_PP_SKM_60161_enhancer_EHD1_14342.5_CDC42BPG_19531.0	peak_CM_HP_MN_PP_SKM_60161_enhancer_EHD1_14329.0_CDC42BPG_20337.0	48	38	48	38	0.3318343545999156
peak_CM_HP_MN_PP_SKM_307942_promoter_TMED4	peak_CM_HP_MN_PP_SKM_307942_promoter_TMED4	96	104	96	104	0.620728928096832
peak_CM_HP_MN_PP_SKM_32509_promoter_FH	peak_CM_HP_MN_PP_SKM_32509_promoter_FH	72	85	72	85	0.33823533079501217
peak_CM_HP_MN_PP_SKM_287809_promoter_VEGFA	peak_CM_HP_MN_PP_SKM_287809_promoter_VEGFA	58	65	58	65	0.5886880630911532
peak_CM_HP_MN_PP_SKM_355755_promoter_TPRN	peak_CM_HP_MN_PP_SKM_355755_promoter_TPRN	55	64	55	64	0.46348817662276426
peak_CM_HP_MN_PP_SKM_217058_promoter_GGA1	peak_CM_HP_MN_PP_SKM_217058_promoter_GGA1	83	86	83	86	0.8777899471847895
peak_CM_HP_MN_PP_SKM_174840_promoter_PSME4	peak_CM_HP_MN_PP_SKM_174840_promoter_PSME4	71	59	71	59	0.33468775873692813
peak_CM_HP_MN_PP_SKM_228074_enhancer_PSMD6_164197.5_PRICKLE2_257790.0	peak_CM_HP_MN_PP_SKM_228074_enhancer_PSMD6_163825.0_PRICKLE2_257719.0	36	27	36	27	0.31350305329645284
peak_CM_HP_MN_PP_SKM_92715_promoter_NAA16	peak_CM_HP_MN_PP_SKM_92715_promoter_NAA16	25	39	25	39	0.10342187831608088
peak_CM_HP_MN_PP_SKM_132119_promoter_DBNDD1_GAS8	peak_CM_HP_MN_PP_SKM_132119_promoter_DBNDD1_GAS8	28	33	28	33	0.6089207154048286
peak_CM_HP_MN_PP_SKM_308643_promoter_C7orf57	peak_CM_HP_MN_PP_SKM_308643_promoter_C7orf57	28	35	28	35	0.44996253629022254
peak_CM_HP_MN_PP_SKM_359887_promoter_FUNDC2_F8	peak_CM_HP_MN_PP_SKM_359887_promoter_F8_FUNDC2	38	28	38	28	0.2678116648465871
peak_CM_HP_MN_PP_SKM_21433_promoter_DCAF8_PEX19	peak_CM_HP_MN_PP_SKM_21433_promoter_DCAF8_PEX19	36	27	36	27	0.31350305329645284
peak_CM_HP_MN_PP_SKM_77908_enhancer_MAP3K12_6503.0_TARBP2_8390.0	peak_CM_HP_MN_PP_SKM_77908_enhancer_MAP3K12_6488.0_TARBP2_8350.5	30	35	30	35	0.6201447650813029
peak_CM_HP_MN_PP_182366_promoter_INHBB	peak_CM_HP_MN_PP_182366_promoter_INHBB	26	32	26	32	0.5118423084381691
peak_CM_HP_MN_PP_SKM_240650_promoter_SOX2	peak_CM_HP_MN_PP_SKM_240650_promoter_SOX2	28	34	28	34	0.52577336017565
peak_CM_HP_MN_PP_SKM_145503_promoter_CCDC137_OXLD1	peak_CM_HP_MN_PP_SKM_145503_promoter_CCDC137_OXLD1	27	34	27	34	0.4426260049464714
peak_CM_HP_MN_PP_SKM_145516_promoter_MRPL12_SLC25A10	peak_CM_HP_MN_PP_SKM_145516_promoter_MRPL12_SLC25A10	24	34	24	34	0.23704711476271959
peak_CM_HP_MN_PP_SKM_42297_enhancer_ZNF503_5557.0_COMTD1_160525.5	peak_CM_HP_MN_PP_SKM_42297_enhancer_ZNF503_5548.0_COMTD1_158231.0	35	27	35	27	0.37415171240479483
peak_CM_HP_MN_PP_SKM_176597_promoter_ANTXR1	peak_CM_HP_MN_PP_SKM_176597_promoter_ANTXR1	36	28	36	28	0.3817327947933377
peak_CM_HP_MN_PP_SKM_288901_promoter_FBXO9	peak_CM_HP_MN_PP_SKM_288901_promoter_FBXO9	58	64	58	64	0.6509598162160707
peak_CM_HP_MN_PP_SKM_60664_promoter_YIF1A	peak_CM_HP_MN_PP_SKM_60664_promoter_YIF1A	78	84	78	84	0.694567367432972
peak_CM_HP_MN_PP_SKM_58609_promoter_MED19_TMX2	peak_CM_HP_MN_PP_SKM_58609_promoter_MED19_TMX2	42	48	42	48	0.5984117182335191
peak_CM_HP_MN_PP_SKM_222614_promoter_NGLY1	peak_CM_HP_MN_PP_SKM_222614_promoter_NGLY1	54	44	54	44	0.36335418766405314
peak_CM_HP_MN_PP_SKM_170192_enhancer_OSR1_10351.0_TTC32_553579.0	peak_CM_HP_MN_PP_SKM_170192_enhancer_OSR1_10352.0_TTC32_558538.0	72	60	72	60	0.3383802389398247
peak_CM_HP_MN_PP_SKM_113444_promoter_COPS2_GALK2	peak_CM_HP_MN_PP_SKM_113444_promoter_COPS2_GALK2	38	30	38	30	0.39612484029702977
peak_CM_HP_MN_PP_SKM_191409_promoter_ORC2	peak_CM_HP_MN_PP_SKM_191409_promoter_ORC2	54	44	54	44	0.36335418766405314
peak_CM_HP_MN_PP_SKM_108140_promoter_NRDE2	peak_CM_HP_MN_PP_SKM_108140_promoter_NRDE2	47	51	47	51	0.7620362195292438
peak_CM_HP_MN_PP_SKM_121973_promoter_ZSCAN32_ZNF174	peak_CM_HP_MN_PP_SKM_121973_promoter_ZSCAN32_ZNF174	72	60	72	60	0.3383802389398247
peak_CM_HP_MN_PP_SKM_249692_promoter_THEGL	peak_CM_HP_MN_PP_SKM_249692_promoter_THEGL	32	36	32	36	0.716300760154337
peak_CM_HP_MN_PP_SKM_320104_promoter_NDUFB2	peak_CM_HP_MN_PP_SKM_320104_promoter_NDUFB2	54	44	54	44	0.36335418766405314
peak_CM_HP_MN_PP_SKM_104542_promoter_SNAPC1	peak_CM_HP_MN_PP_SKM_104542_promoter_SNAPC1	54	44	54	44	0.36335418766405314
peak_CM_MN_SKM_59471_enhancer_SCGB1A1_18551.0_ASRGL1_63019.0	peak_CM_MN_SKM_59471_enhancer_SCGB1A1_18560.0_ASRGL1_62699.0	38	30	38	30	0.39612484029702977
peak_CM_HP_MN_PP_SKM_333304_promoter_FAM92A1	peak_CM_HP_MN_PP_SKM_333304_promoter_FAM92A1	54	44	54	44	0.36335418766405314
peak_CM_HP_MN_PP_SKM_54277_promoter_NUCB2	peak_CM_HP_MN_PP_SKM_54277_promoter_NUCB2	73	61	73	61	0.34201470886630897
peak_CM_HP_MN_PP_SKM_252084_promoter_LIN54	peak_CM_HP_MN_PP_SKM_252084_promoter_LIN54	73	61	73	61	0.34201470886630897
peak_CM_HP_MN_PP_SKM_251202_promoter_SCARB2	peak_CM_HP_MN_PP_SKM_251202_promoter_SCARB2	73	61	73	61	0.34201470886630897
peak_CM_HP_MN_PP_SKM_295858_promoter_NCOA7	peak_CM_HP_MN_PP_SKM_295858_promoter_NCOA7	73	61	73	61	0.34201470886630897
peak_CM_HP_MN_PP_SKM_53890_promoter_RRAS2	peak_CM_HP_MN_PP_SKM_53890_promoter_RRAS2	40	53	40	53	0.21315300096890763
peak_CM_HP_MN_PP_SKM_111175_promoter_UBE3A	peak_CM_HP_MN_PP_SKM_111175_promoter_UBE3A	43	53	43	53	0.3583976321916263
peak_CM_HP_MN_PP_SKM_157447_promoter_RAVER1	peak_CM_HP_MN_PP_SKM_157447_promoter_RAVER1	37	26	37	26	0.20736789985685422
peak_CM_HP_MN_PP_SKM_141536_promoter_MRC2	peak_CM_HP_MN_PP_SKM_141536_promoter_MRC2	58	66	58	66	0.5297694043652669
peak_CM_HP_MN_PP_SKM_222604_promoter_TOP2B	peak_CM_HP_MN_PP_SKM_222604_promoter_TOP2B	28	36	28	36	0.3817327947933377
peak_CM_HP_MN_PP_SKM_100723_promoter_EMC9	peak_CM_HP_MN_PP_SKM_100723_promoter_EMC9	57	65	57	65	0.5264163099662322
peak_CM_HP_MN_PP_SKM_99987_promoter_TEP1	peak_CM_HP_MN_PP_SKM_99987_promoter_TEP1	28	33	28	33	0.6089207154048286
peak_CM_HP_MN_PP_SKM_282222_enhancer_TRIM41_5489.0_TRIM7_12649.0	peak_CM_HP_MN_PP_SKM_282222_enhancer_TRIM41_5479.5_TRIM7_12138.0	33	39	33	39	0.555997717760971
peak_CM_HP_MN_PP_SKM_190959_promoter_MOB4	peak_CM_HP_MN_PP_SKM_190959_promoter_MOB4	30	34	30	34	0.7079807541347641
peak_CM_HP_MN_PP_SKM_132879_promoter_ANKFY1	peak_CM_HP_MN_PP_SKM_132879_promoter_ANKFY1	30	36	30	36	0.5385827752459466
peak_CM_MN_PP_SKM_334729_enhancer_KLF10_74331.5_AZIN1_135041.0	peak_CM_MN_PP_SKM_334729_enhancer_KLF10_74188.0_AZIN1_137385.5	30	36	30	36	0.5385827752459466
peak_CM_HP_MN_PP_SKM_250352_promoter_CENPC	peak_CM_HP_MN_PP_SKM_250352_promoter_CENPC	51	39	51	39	0.24610644971627854
peak_CM_HP_MN_PP_SKM_296243_promoter_TMEM200A	peak_CM_HP_MN_PP_SKM_296243_promoter_TMEM200A	30	35	30	35	0.6201447650813029
peak_CM_HP_MN_PP_SKM_128229_promoter_ESRP2	peak_CM_HP_MN_PP_SKM_128229_promoter_ESRP2	77	84	77	84	0.6364457777116782
peak_CM_HP_MN_PP_SKM_125923_promoter_CYLD	peak_CM_HP_MN_PP_SKM_125923_promoter_CYLD	39	31	39	31	0.40296307504607976
peak_CM_HP_MN_PP_SKM_339843_promoter_PUF60	peak_CM_HP_MN_PP_SKM_339843_promoter_PUF60	74	62	74	62	0.34559256586088544
peak_CM_HP_MN_PP_SKM_163168_enhancer_LTBP4_2554.0_LTBP4_10253.0	peak_CM_HP_MN_PP_SKM_163168_enhancer_LTBP4_2548.0_LTBP4_10226.0	55	45	55	45	0.36820161732669576
peak_CM_HP_MN_PP_SKM_228390_promoter_LRIG1	peak_CM_HP_MN_PP_SKM_228390_promoter_LRIG1	74	62	74	62	0.34559256586088544
peak_CM_HP_MN_PP_SKM_58239_promoter_PTPRJ	peak_CM_HP_MN_PP_SKM_58239_promoter_PTPRJ	33	37	33	37	0.7202027723528612
peak_CM_HP_MN_PP_121472_promoter_IGFALS	peak_CM_HP_MN_PP_121472_promoter_IGFALS	33	37	33	37	0.7202027723528612
peak_CM_MN_PP_SKM_10527_enhancer_SPATA6_22138.5_SLC5A9_271509.0	peak_CM_MN_PP_SKM_10527_enhancer_SPATA6_19641.0_SLC5A9_266437.0	39	31	39	31	0.40296307504607976
peak_CM_HP_MN_PP_SKM_56264_promoter_CAPRIN1	peak_CM_HP_MN_PP_SKM_56264_promoter_CAPRIN1	48	52	48	52	0.7643534344026669
peak_CM_SKM_215588_enhancer_CRYBA4_359634.0_CRYBB1_363533.5	peak_CM_SKM_215588_enhancer_CRYBA4_357094.0_CRYBB1_360982.0	40	31	40	31	0.34247099841986794
peak_CM_HP_MN_PP_SKM_185826_promoter_STAM2	peak_CM_HP_MN_PP_SKM_185826_promoter_STAM2	54	44	54	44	0.36335418766405314
peak_CM_HP_MN_PP_SKM_70190_promoter_NTM	peak_CM_HP_MN_PP_SKM_70190_promoter_NTM	26	39	26	39	0.1360323948778921
