gene	dEE	ASE	humallele	chpallele
STXBP1	0.39030242063088	0.251075176040533	665.75	559.25
STXBP2	0.153087634914052	-0.158981871911485	818.75	914.25
STXBP3	0.148856594813683	-0.281150956983117	243	295.5
STXBP4	0.240956336717212	-0.532543966686466	272.25	394.25
STXBP5	0.330667619140622	-0.581694786887245	220	329.75
STXBP5L	0.0778315203010181	0.137503523749935	1.75	1.5
STXBP6	0.435577044620541	-1.36546415265389	144.25	373.25
STYK1	0.560839501335918	-1.72022233033163	18.5	63.25
STYX	0.471673404160929	-0.313870371250228	97.75	121.75
STYXL1	0.171064128302365	1.72460838764622	386.5	116.25
SUB1	0.386112342475377	-0.126090180800246	1879.5	2051.25
SUCLA2	0.146226593524319	-0.0216950710993191	428	434.5
SUCLG1	0.339416043881423	-0.192351100347718	305.75	349.5
SUCLG2	0.348785027843998	-0.785079208683871	243.75	420.75
SUCNR1	0.296377638135853	-2.30433403487262	7.25	39.75
SUCO	0.157613562952274	-0.285412994289685	857.25	1045
SUDS3	0.336641592132719	-0.114332675478995	605.25	655.25
SUFU	0.0979595634881804	0.0745219432663114	763.75	725.25
SUGCT	0.199310037134802	0.30610312772568	50	40.25
SUGP1	0.200453252632883	-0.335467148541079	449.75	567.75
SUGP2	0.433706677176937	0.0780375352467901	2287.5	2167
SUGT1	0.241879588205938	0.100173892999893	483.5	451
SULF1	0.517074848637507	1.00463144873165	2963	1476.25
SULT1A1	0.191457097617131	-0.557197974892643	178.25	262.75
SULT1A2	0.0206120901641053	0.0398927271235125	26.5	25.75
SULT1A3	0.282537440104038	0.584962500721156	0.5	0
SULT1A4	0.286288245262934	1.58496250072116	2	0
SULT1B1	0.315817914305752	2.27301849440642	20.75	3.5
SULT1C2	0.0757779127193423	0.333044127081536	56	44.25
SULT1C3	0.261981769464664	-0.321928094887362	0	0.25
SULT1C4	0.0262846329976843	0.286636182636161	529	433.5
SULT1E1	0.109761419013744	-0.0863602848031812	153	162.5
SULT2A1	0.069434218857404	0.288977673086076	74.75	61
SULT2B1	0.284397950730128	-1.39231742277876	1	4.25
SULT4A1	0.267615638887198	0.834221527910286	134.5	75
SULT6B1	0	0	0	0
SUMF1	0.126524138660574	-0.165993251163532	468.5	525.75
SUMF2	0.164731147767802	0.76248416140875	1558	918
SUMO1	0.666589419845299	-0.0786469463001419	293.5	310
SUMO2	0.129776161299189	-0.0440968629829382	844.75	871
SUMO3	0.249433256634497	-0.237975315034227	1189.5	1403
SUMO4	0	0	7.25	7.25
SUN1	0.331514858848273	0.323134866217356	4633.5	3703.5
SUN2	0.0697425415751183	-0.0645751331811822	1550	1621
SUN3	0.68580619726627	-0.485426827170242	0.25	0.75
SUOX	0.240349663118258	-0.26888328433325	378.5	456.25
SUPT16H	0.160563702898787	-0.0344106578102285	1935.75	1982.5
SUPT20H	0.116149545545387	0.234114616852969	241	204.75
SUPT20HL1	0.129192244663836	-0.321928094887362	0	0.25
SUPT20HL2	0.212853512375793	-0.584962500721156	0.5	1.25
SUPT3H	0.262006409008407	-0.208914917418907	125.75	145.5
SUPT4H1	0.127983997619718	-0.206769581846232	602.5	695.5
SUPT5H	0.15120166294609	0.254233443305189	3112.25	2609.25
SUPT6H	0.314776593749806	0.306492066439363	2241.75	1812.5
SUPT7L	0.408002642666561	-0.13501259298707	697.25	765.75
SUPV3L1	0.194792462593211	0.484292409937906	253.25	180.75
SURF1	0.177871350909737	-0.339660866284881	399.25	505.5
SURF2	0.222280424837384	-0.749937891311959	115.25	194.5
SURF4	0.274592584802072	0.207142323233819	4253.25	3684.25
SURF6	0.164303958886433	-0.227174218596765	730.5	855.25
SUSD1	0.118930909764007	0.153951365234572	246	221
SUSD2	0.108582081678078	-0.47189983623452	48.75	68
SUSD3	0.5309813185181	-0.549557164589957	26.5	39.25
SUSD4	0.507024653210232	0.589989317795989	142.75	94.5
SUSD5	0.138854040961405	-0.658749807711017	111.75	177
SUSD6	0.148353766455887	0.214287371699393	1241.5	1070
SUV39H1	0	0	121.75	121.75
SUV39H2	0.991031005899739	0.168599603975745	203	180.5
SUZ12	0.282017463201079	-0.16648942734513	80.75	90.75
SV2A	0.267818214542018	0.403384726681597	399.75	302
SV2B	0.949278854362027	2.57346686188333	30.25	4.25
SV2C	0.13310715496916	0.15200309344505	1.5	1.25
SVBP	0.244269555187734	-0.371264485455137	348.25	450.75
SVEP1	0.28356186505587	-0.192806480307714	1116.25	1276
SVIL	0.416149573746411	0.559854546249196	6044	4099.75
SVIP	0.199255555278549	0.764736427589002	134.5	78.75
SVOP	0.307090074555947	-5.20163386116965	0.25	45
SVOPL	0.185333102911633	-0.0473057147783566	6.5	6.75
SWAP70	1	-0.0711363487781403	389.75	409.5
SWI5	0.351391008769244	0.512554005193106	305	213.5
SWSAP1	0.162602215925356	0.227410496103072	23	19.5
SWT1	0.0878665269950766	-0.097250668058964	167.5	179.25
SYAP1	0.602957236831451	0.119037869382008	261	240.25
SYBU	1	0.142957953842043	12.25	11
SYCE1	0.185691879260637	-2.16992500144231	6	30.5
SYCE1L	0.217647347233177	-0.0508242590776825	61.75	64
